path	sentence	sentence_id
common_voice_mn_40169165.wav	Марияд эх орноо хайрлах үзэл нялх бага байхад нь л төлөвшсөн.	60818aa37c04ff73c324196790842ad3d0b73cf2d8e4f91f1b10514bd6a1bbb0
common_voice_mn_21814881.wav	Сурлагын дүнгээс аваад л намайг ямар нэг талаар хавчина даа гэж боддог байжээ.	b35e0d44a7f1c947a855d2579f0e46453a7e98dd84f1e4714de6e82aefeac579
common_voice_mn_40514312.wav	"Тэгэхээр, хэлний дүрмийг тодорхойлоход ямар ч ""дээд түвшний хэл"" шаардлагагүй гэдэг."	dd97e00d1deccb39be3ca5ef03e371022a933f5a503d65fb37fdde5278ad96da
common_voice_mn_18577570.wav	Одоогийн гэгээн соёлт Монгол оронд эрдэм сурахын бололцоо нарны гэрэл шиг өргөн дэлгэр байна!	353e899194541e8c5f5a0e7b449f46adeb755a7f4b0cbaa8ab9cae723a7c860d
common_voice_mn_18610416.wav	Дэмчигмоломыг ашиг орлогыг өсгөн, буян хишгийг дэлгэрүүлэхэд айлтгуулна.	9748950e4805d6e7f8cf84f808c6a7855defadf9c381489a78f77933a9ffdb27
common_voice_mn_26723525.wav	Баривчилсан тухай нэмж бичихийг захирал тушаасан нь мэдээж.	da09c2e08f97d64883daafb04ae72c8f4b7bb4506b79f3a3af1c076e7b4b9ea3
common_voice_mn_40427206.wav	Та нар очингуутаа шөл л өгч үз.	2b11a24f973d37382c20748fb46a1bbfc46147ada52151cfe82cbf5fcf85a8b4
common_voice_mn_18934496.wav	Тэгвэл надад гоё тамирын хослол аваад ирээрэй.	f7c952dda3769a8064b4687b09099cecc5b692917b3a12f87bf484ce7b1bdc03
common_voice_mn_40556804.wav	Үүнд хүнсний бүтээгдэхүүний шошго тусалж чадна.	bc524d840c720ffe4a686417d9718e421f1174396b9b285e0f9aed5b4bb1a422
common_voice_mn_23335765.wav	Энэ нь бухын тулаан гэсэн үг.	fbff1b04efcc23cebdc28f169f3564017165691f5047f7238aca1d92a85fcc9e
common_voice_mn_21822948.wav	Ай надад далайн өвчин бүү хүрээсэй.	d33f5d17794336cf753e0eb1e08db5395265247967be7c5348c71638bbca3dc0
common_voice_mn_20420229.wav	Эхнэрийнхээ гарыг атгаад хамт өнгөрүүлсэн сайхан дурсамжаасаа ярина.	76d182c4ed0dfd1f4232fa849a3dac955e3a045bcda1eeede1ddb33320b5ad58
common_voice_mn_40420639.wav	Дулаан дамжуулалтыг тортог хязгаарладаг тул бохирдсон хөдөлгүүр удаан халдаг.	db2f6c2d474e73d214309fb905e3af4d6ccae5a7b642b22a05b275c12d1f986b
common_voice_mn_19023424.wav	Гэтэл ингэлээ гээд би Тараг чамд хадгалж үлдээж чадахгүй.	3b76e0059f6341ce3058629d697dee26e7fed877de265f5c1a6e37c846010815
common_voice_mn_18634984.wav	Тэр охин ангийнхантайгаа гүйцэд сайн дасаагүй илт ажээ.	fef819e794d9779b165e1776185831c4ce7a214bbc1306e76c25519267753c49
common_voice_mn_40534021.wav	Бадарч хааяахан нааш шогшдог болсоор хоёр сарын нүүр үзэж байгаа ажээ.	bc8ca26cce06c372be425b770c47e6fbe7e90155f286a8014ec68d39ab2fcd58
common_voice_mn_18583936.wav	Хүн хүний нийгэмдээ л хүн болдог.	58e6e78737cf09a4090c1dfec7ec1347d8a8f05c6758d7106ddc05d94087924c
common_voice_mn_40472665.wav	Сэлмийн урт нь алд хэртэйг бодоход мөн л тэнхээтэй шөрмөстэй эр зүүж явсан бололтой.	b2af7219ab5ce1a4d7c1730f1ea691b6dcb6c4484b1158bd085f3d3a0feb2c6b
common_voice_mn_27507024.wav	Хүн бол байгалийн амьтан учраас идэш хоолоо олж сүргээрээ амь зуудаг.	e239cfb12f58a3753930f86df49ec7774ff4adbe6423537abe9da80477ab65e4
common_voice_mn_18967088.wav	Тэгэхээр нөгөөдүүл нь намайг алах байлгүй.	2f087d0ea67753136ba1a8dc426ae5d2ba8eff2b65f75a05c4e5e7fe07cd42e7
common_voice_mn_40550435.wav	Аав нь уураа барьж чадалгүй дахин хүүгээ хоёр гурван удаа цохиод авав.	76f35184bd07eb36c92240e4f3b5cc5ac986d90f15a939e44c59fca111774221
common_voice_mn_19807320.wav	Энүүхэн суваг дотор хамхуул хэвтэж байна билээ.	5659abc3e82abffbf9d26625c077305fc53b6f001cdc4e51dcc03fee33a1ed96
common_voice_mn_18728360.wav	Араас нь дагах ухаан чамд байсангүй юу?	e33fa59adcdc39b25ba92c3a86ff3f82d3e2f7670aa3bc31f076c06b0a70d8dc
common_voice_mn_27815185.wav	Сүүдрийг ч тэр болгон харахгүй л байна.	eb8bae1c89b8ee3d7210f82c004a4eb92fbef8a3d910cb906f8e1e38132405ca
common_voice_mn_40434863.wav	Гэхдээ байрны эзэн юу гэхийг би хүлээе.	728914fbf76c3c5299959ae7c41e9fc01298fd7e7628e8dd08ed76c0b343cbeb
common_voice_mn_18789225.wav	Толгойг нь авах гэж байгаа юм шиг байсныг яана.	ea481e10ffbb0389eabcde4e165db0eea10c0e5d7b567671febc9d2a5f4ff402
common_voice_mn_21410762.wav	Надад лабораторийнхоо ажлыг үргэлжлүүлэхэд нэг грамм радий хэрэгтэй гэж учирлан хэлэв.	c43ef9d6ffdd58d4f1dec666081fe0aec9a5c8b917c8b71c1840601103b00c15
common_voice_mn_18959879.wav	Амьтан ах дүү нар байхад хөл дүүжлэх юм хаа мундах вэ.	e208b28e197a55f27fd7a2f01fce92b3f5c9718cb6b462a8558c6eb1bb18acc4
common_voice_mn_18577941.wav	Боловсролоороо өрсөлдөх чадвартай болгохын төлөө хамтран ажиллавал зохино.	342776f8d9f32c26a484b51900c942576bc193a41c6838b9848fc5c96401c2bc
common_voice_mn_40447085.wav	Ээ чааваас дээдийн гэгээнтэн минь!	c2db4cb21fea93a082d3f7296b310339f6dc9ee4d0eb07ed9c4ea6f8c4afd194
common_voice_mn_20601842.wav	Халуун намраар хулгана хөеөгөө их овооллоо.	bb46c2f5c841b1e88d512ea71daf3dc4afe1357e8e5c433c4a125fbab9be273a
common_voice_mn_18579611.wav	Тэргэнд ариун усаар угаалгасан зулбасгууд байгаа бололтой.	af156925d79375fd2a8061ece69a66ca609a09eeb7eb5877c0b9aded1c6fc836
common_voice_mn_18587949.wav	Скарлеттын хувьд энэ нь гэнэтийн тааламжтай бэлэг болжээ.	841b74fdb9bab9cf41e1335ee8aa51aa94c574f4639aeae88eb7bbb98ee6c035
common_voice_mn_40474055.wav	Гурван талын хооронд уулзалт, мэдээлэл солилцоо идэвхжиж, хэрэгжих явцыг түргэтгэхийн тулд хамтарсан механизм шаардлагатай.	d6d2dec2ee6de0486fea70cd0331cab0149e1914376e14ef162478f52af9b6ae
common_voice_mn_18608347.wav	Огторгуйд тогтох мөнгөн цагирган зам дурлал хайрын зам.	fe994fa4804b51a856c7972919c709dea6a6480b019b3979d84fe99a360728ae
common_voice_mn_20088396.wav	Хүмүүс бас алсын зайн холбоог ойлгох чадваргүй байлаа.	5d062a41a7b1d2dd82ad218d07a8128452d029776e803323608c6e09c26ad9cf
common_voice_mn_18608285.wav	Тус тусынхаа гаригт аз жаргалтай амьдарч байжээ.	7ca2a3000906871fcac63e937905cb2999461938f417d2a3ecc5eee2901bbbfa
common_voice_mn_26361228.wav	Эхний тэрэгний кабин хоосон мэт болов.	f9727804e96c03390058b734a3ffa916637347c8103c8504e7088907d74015f5
common_voice_mn_19002334.wav	Энэ бичсэн юмыг нэг уншаад хэл найруулгыг нь засаад өгөөч, гуйж байна.	439eeb97b12f8a33c3a504b32694462e99cf95e8c4b2cd1c10d40ec6955740ee
common_voice_mn_18667622.wav	Мөрөөдлөө зураглан дүрслэн бодох аргыг ашигла.	e5a0cc6036834a4485a3e3ad5efd96d19785b6124fbded6f8eedeb7c21512301
common_voice_mn_40197888.wav	Гэвч бүх оюун сэтгэл минь эндээс яв гэж шаардаж байна.	37e1cd902b07cd83b72a805497e6a53b0278b450c2cb704122142c8ddeabf37c
common_voice_mn_40415655.wav	Жүгдэрнамжилын дончид номыг өвчин зовлон, гай барцдыг арилгахад айлтгуулна.	a0123b2293087763ab11f535025c1494c7c7208b396d5ef7e02cff23d89996de
common_voice_mn_40415614.wav	Бид ч дархан цаазат ууландаа очоод эрүүл агаараар амьсгалж, зүй зохистой зугаалах нөхцөл бүрдэнэ.	93548da771f57d68ff6b98f27f26f527d1b78a84a90049bb582aa0dfdb5baa62
common_voice_mn_20641065.wav	Олон хүний цус хий урсвал яана?	bde72c6a028c773209db4f4501fbadccfcd35ad1c584e6207c22e78dd17e404f
common_voice_mn_18577577.wav	Гэвч тэдэнд хаалга эвдэх хэрэг гарна.	22d1dd9880888a13cdf574f76dea7258f9b68c9acc80ed931b948bded5a76ce2
common_voice_mn_18748242.wav	Бусдын анхаарлыг өөртөө татах хязгааргүй хүсэл төрөв.	d0f6ca662242cf0a8e095d34575fd1acb2f10f9aa753e26cdff87e1b5a14d98d
common_voice_mn_40547876.wav	Бид нэг худаг шинээр гаргаж, дотор талд нь чулуу өрж хашаалан янзаллаа.	3b74396f5a70b77cc66ca8d03e28c001e145dee4694a67a171cffe275b6b87ad
common_voice_mn_21636502.wav	Өөрийн хамгийн үнэтэй зүйл болох гэр бүлээ алджээ.	d180dab88d0e4406fe87e76813e913d5db33f503d9c081ee8defd24bd9ae16e4
common_voice_mn_18967024.wav	Ахлагч бүх цэрэгт харагдахаар газар зогсоод сэлмээ өргөв.	254fdb7de3d66d7cdab99fb7901334097984d4c3e7ab0464a717d51dba839940
common_voice_mn_18593679.wav	Өөрөөс минь үүдэлтэй байдаг юм	b29604150d3ddbe3aac42da9873ff1bccd23c5a52fdcbdc3eecfc86fbe14d681
common_voice_mn_40583195.wav	Иймэрхүү үйл явдал Монголд ямар нэгэн хэмжээгээр давуу тал авчирна гэсэн үг.	ebaa94840b524a62cd2681f89de9a46ff96091a2159797c1c6da7044039b8d1c
common_voice_mn_18725114.wav	Тэр дээд талын эгнээнд өлгөсөн цагаан юүдэнтэй цамц хэд юм бэ?	94308420badbde8cf3fa873f7ddb229ab42e6b095c4214360361d63348aac5e3
common_voice_mn_18725096.wav	Би гуравдугаар хурлын үед хөдөө байсан тул тэнд танилцах аргагүй байлаа.	48ab3b9c3bbd48a9fe8f3ebbe9d4c0332c2bb88f76b5ffce170892215b6aee5e
common_voice_mn_18996114.wav	Тэгээд ийм цагаар ийм газар уулздаг тань ямар учиртай юм?	391445fb16dc92bb3791a4e9a04655761041fdf7194bb1284abc3d2eb30faf66
common_voice_mn_18578015.wav	Гэнэтийн мөнгөний хэрэгцээ гарахад хэрхэн шийдэхээ мэдэхгүйгээс эхнэр нөхрийн хооронд маргаан гардаг.	134a1315863ae66a4ee71695b1d631a80b03f274fecb7b54c44c771bb393f254
common_voice_mn_18581010.wav	Нөгөө залуугийн цогцсыг яах болж байна?	8580cb73ae98b1cdeffddc470df377e6d2c8ce60b58232a9dfa162a27b19ac23
common_voice_mn_40509061.wav	хол хөдөө	27aab302dbe0d684466e88b02ffb46d3e67177dcc6c287672007da5fdb454bef
common_voice_mn_40582325.wav	Ёкозүна Харүмафүжи хоёр, озеки Тэрүнофүжи гурван унаатай болж түрүүлэх магадлалгүй боллоо.	d5b53fff71d2c523bb633b474d8f29b563efbe576bf0f8cf806beb3c54397318
common_voice_mn_18577643.wav	Ганцаараа гудамжаар галзуу солиотой хүн шиг инээгээд, шоолоод ч хөхрөөд л байснаа санадаг юм.	1a50497aafa429f869def503eeb5b65458982f311c053abc4d02b4e55a0c2a64
common_voice_mn_18590077.wav	"Тэд ""хувьцаа нь хэрэглэгчдийн тоон өсөлт ба зохицуулалтын дарамтын дунд гацчихаад байна"" гэлээ."	7c35fce634995ece0c3a21d6bbb509d0d771c85a334246e8bee308ad77b11372
common_voice_mn_18655981.wav	Бүгдээрээ хэлэлцвэл буруугүй, булгийн усаар угаавал хиргүй.	0dbf149daac34ef04a8afaa306a14828f2d77d31131135387fb4c773c99312ca
common_voice_mn_18656014.wav	Тэр санаа алдаад дараа нь бичиж эхлэв.	32902fc72457758975824b99a5c06d40bc58f5aa92224439604dddfac977bbb4
common_voice_mn_40580078.wav	Сөүл-Улаанбаатарын чиглэл дэх Кореан эйр компанийн ноёрхлыг Азиана эйрлайнсын авсан нэмэлт эрх дуусгалаа.	c68a6ab5c7df6ccc5d8636840dad6414000e491f3e548794b6deed4bfefaf4d3
common_voice_mn_18577778.wav	Болдоо өглөө нь алуураад орой нь нас барав.	35a864e20df4a68d1909a389febe2bfa788482d361e832f713ceb89c4526826f
common_voice_mn_18988965.wav	Хоёр жилийн дараа анхны хүүхэд, хожим Нобелийн шагнал хүртсэн охин нь төрлөө.	32a0d3317d2f05b18eaa9643571f6b268e45c7201433b3eb987469b314bcf3fc
common_voice_mn_40555523.wav	Тэгэхлээр түүний мэдэлд хэдий хэмжээний цаг хугацаа үлдсэнийг мэдэх аргагүй.	8634a12d31679f5ae4b44abc0431ab11601288bc0b07f224ed9cfd2e3f4fbbcc
common_voice_mn_18593556.wav	Таны амьдралын бүхий л нөхцөл өөрчлөгдөх л ёстой.	5093e0536ad53199026838430919e751afabb5a38a23d12c336596669c9cdb54
common_voice_mn_18610406.wav	Гэвч би түүнийг үзэж чадаагүй дээ үнэндээ тийм ч их харамссангүй.	15affd632912c20fc21e890205cc424be2cc4e76d0f5a16b4d3d7f6b141ad934
common_voice_mn_30258426.wav	Хүмүүжил нь ийм гуньхралтай байдлыг хуучин хүү өөрөө бас яахан мэднэ.	f8a261781a943a9e7a8b926dcee107dca1b76d42884b5ab94a3f2e376324d243
common_voice_mn_40472563.wav	Тэр хэдэн арьсаар боольхойгоо халхална гэж бодож байгаа бол дэмий байлгүй.	b1d684c1f4a41e89d2a8dff325585a8c5f4c623b99e8b0776db76429096ced70
common_voice_mn_20889998.wav	Цус урсгасан дайн биш ч шашны мөргөлдөөн Бахрейн, Саудын Арабыг хөндөж мэднэ.	c320a6d69c03e0961e5987545785019a6517b954bc658f5fe59376efbf361143
common_voice_mn_18578540.wav	Та тэднийг эмхэлж сурган өөрийн болгож ав.	4b0ef57b2e13b1b9a194442fbecc14bd7b7c74b1d10b361bf7de047e316ec677
common_voice_mn_18586768.wav	Энэхүү жишээ нь харилцааг баяжуулахад маш их нууцыг агуулсан чухал утгатай.	1339593a92282a109e3711e941f2d3ac490587db1161ce9793e6862f95f0cb8d
common_voice_mn_21410802.wav	Тэгэхлээр, хүмүүсийн итгэдэг, хүлээж авдаг арга замаар нь л нотлон харуулахаас өөр аргагүй.	d7f62e6cf498445ef0daf57b6e40f2771361134460cd3d6c08009231f32c72c6
common_voice_mn_18584327.wav	Манай орон чухамхүү ийм маш хурдацтай явагдаж байгаа инновацийн орчинд оршиж байна.	7c8d33813f943f542d34dd87d68d9912606541ece6eed0bbef97573f9348a9f8
common_voice_mn_40419902.wav	Юу ч гэсэн бригадын төвд суу гэхээр нь бухимдсан хэрэг.	c5bdfb45d792578b179f419e12240e8884cc4648b1b5466b55f46223739223db
common_voice_mn_18581112.wav	Та олон жил хангалттай сайн ажиллалаа.	684b51f332e3f0b77efeb2344d9a524a5c48c2b97c1f41da818c8b007ca8e3f7
common_voice_mn_18601226.wav	Хүлээхээс өөр аргагүй байдалд оруулсан юм.	e33dfffb40426aeabda96f58d573327165c8efe3b7106701c70fe8b08e7026cb
common_voice_mn_18950916.wav	Гэтэл энэ үед машин хажуу тийшээ огцом эргэв.	e3bcb34d103ba8cf3bfbd7e8da3527326d3cfedbc7cb6827f43c3e96549bf502
common_voice_mn_18577923.wav	Шүүх хуралруу явах гэж байна уу?	7967a225850cbd46a5553fe50541367607e592210139879f145cf3100826f686
common_voice_mn_40197833.wav	Хэрэв тийм бол энэ хүн амины хэрэг гэж сэжиглэж эхэлнэ.	99c8db3700b9cd087820f30d043252d840ccc275c073d9176572b982d64edf2f
common_voice_mn_18634985.wav	Миний хөх ямар гоё юм бэ.	d3e04d9d8974836e6620a019a889c22c2278f68bfae8c36adec8853b94220942
common_voice_mn_30704901.wav	Биеийн бөхөөр нэгийг ялна, сэтгэлийн бөхөөр түмнийг ялна.	cf52b452242a0eff48d63c70bc07b029f2c19e33c5895ffc2e88d84b2320ac5f
common_voice_mn_18590468.wav	Авдаг цалин маань амьдралд огт хүрэлцэхгүй байна шүү дээ.	66a99898b8c6fdba284c5c5d13428bfbf96024db9ea15faa63afe9fc17172587
common_voice_mn_28092087.wav	Би таныг миний эхнэр болооч гэж гуйж байна.	e50c57ef79d3ed1c13e2421c226c3fa9fd9301e29d952251079113709a249384
common_voice_mn_40533938.wav	Харин сайхан гэзгээ яаж малгайн дор далдлах юм бэ?	b633248063e66dce3669c3d32c4b949185bb05992b27366c216323299f4d48ee
common_voice_mn_18629310.wav	Түүнчлэн, монгол бичгээр байгаа баримтыг текст таних систем ч хийж туршиж байсан.	271c60b3f5d03233514739dae7f15ccf0915a9e6e3322665bcaa62fe88e5cad9
common_voice_mn_18578166.wav	Хятадыг дээрэмдэх нь ноён хүний ажил биш.	02bd65a84397d425be98eebf3db06bc239439e8d48bd2157b7a021fa48223575
common_voice_mn_40174388.wav	Чи яаж тэр жаал хүүд армийнхаа тэн хагасыг алдаж чадав?	7533cf1300bc53106b865a84e552961207a6b709f83235ea28df0ced79c21407
common_voice_mn_40587424.wav	Миний хүү тэр агаадаа аваачаад өгчих.	a5100043f266ae29dda8ba0beaf93a47c321f28798b9b76c23d81fa8e39a2a6f
common_voice_mn_27507026.wav	Эх орон иргэнээ нэг л өдөр шалгадаг гэсэн үг байдаг юм хэмээн сурган соёв.	95e0ac275f057375ead43f8062f6e1b013b8ff29aee3a64003d79276d64fdd1e
common_voice_mn_18725090.wav	Ийм нэртэй ном гарчихсан байхад гайхаад байх явдалгүй аж.	aef83bd682e9bcc0326731e75c9fd1b2e8899ea029cd811b2e779f2eb6d32d00
common_voice_mn_18725122.wav	Иймд айхавтар зун болсон тул ургац ч шалихгүй гэдгийг өөрсдөө ойлгоцгоо.	9aaeaebdc29b69013490306e79f7617c3da499a2d0736cf0e7e7e1eeb467d610
common_voice_mn_18603969.wav	Арван тавны сар тэртээ уулын чанадаас мандан гарах нь байгаль дэлхий гоёмсгоо гайхуулах мэт.	e163f928d36118c823a5d4ab7c2f32fb3aa97b998f3c66043a1dd4f0b5342e45
common_voice_mn_18988882.wav	Миний хувьд энэ бүхэн их таалагдаж байна.	37e0a8ce36cf6bb11be7116e3fcac9801eb9256097acfc87097214ccb6fb317f
common_voice_mn_27426152.wav	Гэхдээ би цаг зарцуулах ерөнхий зарчмаа алддаггүй бөгөөд хянаад сурчихсан.	d551416a0340030a102c3b58dc973f67565a522a63d475cf31cb420c2163f0f3
common_voice_mn_18728344.wav	Хүүхэд шиг салхинд цохиулж орхисныг нь хэн мэдэх вэ.	bf4be821949777a89a106eddbfe9e0ce552cedf4514fdbb72e214124bfeb8280
common_voice_mn_31437403.wav	Өвчнөөсөө салчихна, дахиад өвдөхгүй байх боломжийг эмч нараар заалгуулаад авчихна.	f16c1cc1624466cfd43606afc4bd226a778f04e2cca27ecbe9de0f79b91f0e6e
common_voice_mn_40472013.wav	Чи энэ талаар бодож үзсэн үү?	aa8821e26a2e88f8e3bbf33576e270d475149863ebae219765d9305dc454c1cd
common_voice_mn_21799896.wav	хэмээн өөрийгөө тойрч зогссон шавь нартаа туньсан янзтай уйлж байлаа.	d1a377990e5cbfb2dabba119451025a2bb1ed26035be5050ebe282f9147d8144
common_voice_mn_18959169.wav	Би та нараас хүссэн үед та нар надад зөвлөгөө өгч байх болно.	feff47a45f23e87e5104719422a8100f2844bff9a33136cdc46aa65e0de00534
common_voice_mn_18583450.wav	Та ямар ачтай буянтай хүн бэ?	0885f848708a9767b13391dd377155b4dbba439a3c878dccb7c2a170195fbdb1
common_voice_mn_40532898.wav	Хонь явдалдаа ядарсан юм чинь хужир шүүтэй газар шөнө сайхан хэвтэж хонох байлгүй.	b007959c2e7bd7d8d302a42f6f47958c3d35d08e89ede19de20a77f9b63b3536
common_voice_mn_19490435.wav	Хааны хүү гартаа үхлийг авахаас өөр сайхан зүйл үгүй.	43909d6defda4631a96486337decf1117d29270c46f4261297f3e051dd1cd7fd
common_voice_mn_18577317.wav	Харин зорилготойгоор тэгсэн бол тоглоом дууссан л гэж бод.	2a87706d129f60b9064e190b1654e68af7a2686554f4db9827e07b94a1e922bb
common_voice_mn_18930129.wav	Тэд ийнхүү бүгдээрээ тонголзон явсаар дуусав.	bf300139199f117d42904ceb95d1fb2318e72cfde6ca6f21a60e7ed69a21d306
common_voice_mn_32929142.wav	хамгийн гол үүрэг гүйцэтгэгч байсан.	03a7ed2adbadaa3579d3f58597234106fb3020c99da2965043e7724f8bf8ddb0
common_voice_mn_18637354.wav	Хашаанд харуулдах ёстой шадрууд хаалгаар гадагшлав.	1e89632f2d15ac557f54b140a2ec98ec9d99ea822690b4f795ab6ec2de080482
common_voice_mn_18724949.wav	Учир нь тэр хотод ноён ер тогтдоггүй байжээ.	c02610c0c3d20d5359aee0a02eb028a7108b60c3f62fce2593f2de4ed577b126
common_voice_mn_20957127.wav	Ийм хүний гараас бэлэг авсандаа магнайгаа хагартал баярлаж буйгаа чадан ядан илэрхийллээ.	c42905861d054f5f80921b1500823c684199e8e6d8158b78e05f44ac0a57be62
common_voice_mn_18577304.wav	Болд хүү тас тас гуядан, жолоог дугтран, хөндлөн сууж хонины хойноос алхуулна.	1b886ee939f44a424ff84eeac1c8fd01835c4f65a473f75e95c3a9c83a618e97
common_voice_mn_18857343.wav	Ноход шиг бие биеэ химлэж сурсан амьтан хойно доо.	dc7afe7845d3416e2930815db6fe1d9f40f9baeed222273a422530e3e2a00cb2
common_voice_mn_38337202.wav	Том цагаан аварга загас нь томоохон сээр нуруутан амьтдаар хооллоно.	4ba633e90ef839d29e37c88e8c246fc25d01e97851d97ad673e6d5721defcf72
common_voice_mn_37772498.wav	Түүнээс хойш энэ ангийнхан юм л бол багшаар сонин юм яриулна гэдэг болжээ.	4681e627e3c22bfbad995b0a2bc8926d966a10fa24e741935e4b7b865d8a5adf
common_voice_mn_18580149.wav	Тэгээд л би чамтай уулзахаар шууд наашаа Монголд хүрээд ирлээ.	1c893fff3004c6fb41ea4d113d9c248ff20784cb6fc7a45186264ed04af5267d
